"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68","Получить id всех бронирований","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:13 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","39","Создание бронирования","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:13 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","43","Удаление бронирования","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:13 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","4316","The Sign In button overlaps the footer","chromium","Thu Apr 24 08:07:37 GMT 2025","passed","Thu Apr 24 08:07:41 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","7773","The page becomes unresponsive when clicking on ""Retrieve Password"" and no email is sent","chromium","Thu Apr 24 08:07:59 GMT 2025","passed","Thu Apr 24 08:08:07 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2692","The page becomes unresponsive when clicking on ""Post Comment""","chromium","Thu Apr 24 08:07:34 GMT 2025","passed","Thu Apr 24 08:07:37 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","96","Обновление существующего бронирования","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:13 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","2150","The page freezes when clicking on the numbers of results","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:15 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2501","The page freezes when changing the currency","chromium","Thu Apr 24 08:07:16 GMT 2025","passed","Thu Apr 24 08:07:18 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","16","Получить информацию о бронировании по id","chromium","Thu Apr 24 08:07:13 GMT 2025","passed","Thu Apr 24 08:07:13 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","10617","There is too much space before the last letter in ""Return to Store""","chromium","Thu Apr 24 08:07:24 GMT 2025","passed","Thu Apr 24 08:07:34 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","8367","When clicking on the update button the product quantity becomes 2 again","chromium","Thu Apr 24 08:08:26 GMT 2025","passed","Thu Apr 24 08:08:35 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","5636","The manufacturer link opens an error page","chromium","Thu Apr 24 08:07:18 GMT 2025","passed","Thu Apr 24 08:07:24 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","17769","The caption of the Sign In button is misaligned vertically","chromium","Thu Apr 24 08:07:41 GMT 2025","passed","Thu Apr 24 08:07:59 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2825","The page becomes unresponsive when increasing the quantity with the pink or green colors chosen","chromium","Thu Apr 24 08:08:35 GMT 2025","passed","Thu Apr 24 08:08:38 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","19451","The text under the New User section is in another language","chromium","Thu Apr 24 08:08:07 GMT 2025","passed","Thu Apr 24 08:08:26 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
