"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","Получить id всех бронирований","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:05 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","4098","The Sign In button overlaps the footer","chromium","Tue May 06 17:17:37 GMT 2025","passed","Tue May 06 17:17:41 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","18144","The caption of the Sign In button is misaligned vertically","chromium","Tue May 06 17:17:41 GMT 2025","passed","Tue May 06 17:17:59 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","57","Создание бронирования","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:05 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","57","Обновление существующего бронирования","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:05 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","3698","The product image fills the box entirely","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:09 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2329","The page becomes unresponsive when clicking on ""Post Comment""","chromium","Tue May 06 17:17:35 GMT 2025","passed","Tue May 06 17:17:37 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","3620","The page becomes unresponsive when increasing the quantity with the pink or green colors chosen","chromium","Tue May 06 17:18:35 GMT 2025","passed","Tue May 06 17:18:39 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","8723","The page becomes unresponsive when clicking on ""Retrieve Password"" and no email is sent","chromium","Tue May 06 17:17:59 GMT 2025","passed","Tue May 06 17:18:08 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","18062","The text under the New User section is in another language","chromium","Tue May 06 17:18:08 GMT 2025","passed","Tue May 06 17:18:26 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","8708","When clicking on the update button the product quantity becomes 2 again","chromium","Tue May 06 17:18:26 GMT 2025","passed","Tue May 06 17:18:35 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","6121","The manufacturer link opens an error page","chromium","Tue May 06 17:17:13 GMT 2025","passed","Tue May 06 17:17:19 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","22","Получить информацию о бронировании по id","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:05 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","1559","The page freezes when clicking on the numbers of results","chromium","Tue May 06 17:17:09 GMT 2025","passed","Tue May 06 17:17:11 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2310","The page freezes when changing the currency","chromium","Tue May 06 17:17:11 GMT 2025","passed","Tue May 06 17:17:13 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","15729","There is too much space before the last letter in ""Return to Store""","chromium","Tue May 06 17:17:19 GMT 2025","passed","Tue May 06 17:17:35 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","40","Удаление бронирования","chromium","Tue May 06 17:17:05 GMT 2025","passed","Tue May 06 17:17:05 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
