"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","Получить id всех бронирований","chromium","Tue May 06 17:32:34 GMT 2025","passed","Tue May 06 17:32:34 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","9591","When clicking on the update button the product quantity becomes 2 again","chromium","Tue May 06 17:33:54 GMT 2025","passed","Tue May 06 17:34:03 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2225","The page freezes when changing the currency","chromium","Tue May 06 17:32:40 GMT 2025","passed","Tue May 06 17:32:42 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","3660","The product image fills the box entirely","chromium","Tue May 06 17:32:35 GMT 2025","passed","Tue May 06 17:32:38 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","53","Удаление бронирования","chromium","Tue May 06 17:32:34 GMT 2025","passed","Tue May 06 17:32:35 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","64","Обновление существующего бронирования","chromium","Tue May 06 17:32:34 GMT 2025","passed","Tue May 06 17:32:34 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","31","Получить информацию о бронировании по id","chromium","Tue May 06 17:32:34 GMT 2025","passed","Tue May 06 17:32:34 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","9141","The page becomes unresponsive when clicking on ""Retrieve Password"" and no email is sent","chromium","Tue May 06 17:33:26 GMT 2025","passed","Tue May 06 17:33:35 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","59","Создание бронирования","chromium","Tue May 06 17:32:34 GMT 2025","passed","Tue May 06 17:32:34 GMT 2025","Booking API Tests","api_tests/booking_service.test.js","",""
"","2602","The page becomes unresponsive when increasing the quantity with the pink or green colors chosen","chromium","Tue May 06 17:34:03 GMT 2025","passed","Tue May 06 17:34:06 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2601","The page becomes unresponsive when clicking on ""Post Comment""","chromium","Tue May 06 17:33:01 GMT 2025","passed","Tue May 06 17:33:03 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","18094","The text under the New User section is in another language","chromium","Tue May 06 17:33:35 GMT 2025","passed","Tue May 06 17:33:54 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","12710","There is too much space before the last letter in ""Return to Store""","chromium","Tue May 06 17:32:48 GMT 2025","passed","Tue May 06 17:33:01 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","1462","The page freezes when clicking on the numbers of results","chromium","Tue May 06 17:32:38 GMT 2025","passed","Tue May 06 17:32:40 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","18430","The caption of the Sign In button is misaligned vertically","chromium","Tue May 06 17:33:08 GMT 2025","passed","Tue May 06 17:33:26 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","4751","The Sign In button overlaps the footer","chromium","Tue May 06 17:33:03 GMT 2025","passed","Tue May 06 17:33:08 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","5633","The manufacturer link opens an error page","chromium","Tue May 06 17:32:42 GMT 2025","passed","Tue May 06 17:32:48 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
