"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","173","Обновление существующего бронирования","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:54 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","1294","The page freezes when clicking on the numbers of results","chromium","Thu Apr 24 08:54:58 GMT 2025","passed","Thu Apr 24 08:54:59 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","73","Удаление бронирования","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:54 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","5440","The manufacturer link opens an error page","chromium","Thu Apr 24 08:55:02 GMT 2025","passed","Thu Apr 24 08:55:07 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2291","The page freezes when changing the currency","chromium","Thu Apr 24 08:54:59 GMT 2025","passed","Thu Apr 24 08:55:02 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2380","The page becomes unresponsive when clicking on ""Post Comment""","chromium","Thu Apr 24 08:55:18 GMT 2025","passed","Thu Apr 24 08:55:20 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","17180","The text under the New User section is in another language","chromium","Thu Apr 24 08:55:47 GMT 2025","passed","Thu Apr 24 08:56:05 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","3855","The Sign In button overlaps the footer","chromium","Thu Apr 24 08:55:20 GMT 2025","passed","Thu Apr 24 08:55:24 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","10524","There is too much space before the last letter in ""Return to Store""","chromium","Thu Apr 24 08:55:07 GMT 2025","passed","Thu Apr 24 08:55:18 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2531","The page becomes unresponsive when increasing the quantity with the pink or green colors chosen","chromium","Thu Apr 24 08:56:11 GMT 2025","passed","Thu Apr 24 08:56:14 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","3412","The product image fills the box entirely","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:58 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","48","Создание бронирования","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:54 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","16729","The caption of the Sign In button is misaligned vertically","chromium","Thu Apr 24 08:55:24 GMT 2025","passed","Thu Apr 24 08:55:41 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","82","Получить id всех бронирований","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:54 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","6708","The page becomes unresponsive when clicking on ""Retrieve Password"" and no email is sent","chromium","Thu Apr 24 08:55:41 GMT 2025","passed","Thu Apr 24 08:55:47 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","6833","When clicking on the update button the product quantity becomes 2 again","chromium","Thu Apr 24 08:56:05 GMT 2025","passed","Thu Apr 24 08:56:11 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","26","Получить информацию о бронировании по id","chromium","Thu Apr 24 08:54:54 GMT 2025","passed","Thu Apr 24 08:54:54 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
