"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18763","The text under the New User section is in another language","chromium","Thu Apr 24 09:55:55 GMT 2025","passed","Thu Apr 24 09:56:14 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","1972","The page freezes when clicking on the numbers of results","chromium","Thu Apr 24 09:54:49 GMT 2025","passed","Thu Apr 24 09:54:51 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","5861","The manufacturer link opens an error page","chromium","Thu Apr 24 09:54:53 GMT 2025","passed","Thu Apr 24 09:54:59 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2255","The page freezes when changing the currency","chromium","Thu Apr 24 09:54:51 GMT 2025","passed","Thu Apr 24 09:54:53 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2093","The page becomes unresponsive when increasing the quantity with the pink or green colors chosen","chromium","Thu Apr 24 09:56:22 GMT 2025","passed","Thu Apr 24 09:56:24 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","76","Получить id всех бронирований","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:41 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","5193","The product image fills the box entirely","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:47 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","47","Создание бронирования","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:41 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","18783","The caption of the Sign In button is misaligned vertically","chromium","Thu Apr 24 09:55:17 GMT 2025","passed","Thu Apr 24 09:55:35 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","7758","When clicking on the update button the product quantity becomes 2 again","chromium","Thu Apr 24 09:56:14 GMT 2025","passed","Thu Apr 24 09:56:22 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","2132","The page becomes unresponsive when clicking on ""Post Comment""","chromium","Thu Apr 24 09:55:10 GMT 2025","passed","Thu Apr 24 09:55:12 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","26","Получить информацию о бронировании по id","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:41 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","145","Обновление существующего бронирования","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:41 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","19755","The page becomes unresponsive when clicking on ""Retrieve Password"" and no email is sent","chromium","Thu Apr 24 09:55:35 GMT 2025","passed","Thu Apr 24 09:55:55 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","72","Удаление бронирования","chromium","Thu Apr 24 09:54:41 GMT 2025","passed","Thu Apr 24 09:54:41 GMT 2025","Booking Service Api tests","api_tests/booking_service.test.js","",""
"","10693","There is too much space before the last letter in ""Return to Store""","chromium","Thu Apr 24 09:54:59 GMT 2025","passed","Thu Apr 24 09:55:10 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
"","4654","The Sign In button overlaps the footer","chromium","Thu Apr 24 09:55:12 GMT 2025","passed","Thu Apr 24 09:55:17 GMT 2025","Academy bugs Test","ui_tests/academybugs.test.js","",""
